alert_key,probability
352342,0.4344092544315371
352866,0.06326820658606373
352696,0.025943383684804013
352658,0.025763778274729473
352558,0.007311759362468929
352344,0.1096952110548445
352693,0.27310499330535143
352715,0.7760930101928942
352312,0.25781276440293155
352298,0.016709085422186187
352859,0.02994777143774525
352700,0.7337189676211093
352680,0.8132235993692368
352686,0.07841081388169845
352343,0.19643800362624428
352880,0.19472699883951036
352886,0.6415394578172007
352651,0.00014877563740805955
352494,0.17476459770864924
352253,0.08717636947009948
352280,0.009506453485159582
352870,0.43561168435050773
352872,0.010923096936375888
352819,0.0052292723248072576
352487,0.4944803825989069
352654,0.02606204983607535
352493,0.2626721061627709
352858,0.028969709561449737
352337,0.27694415833678726
352704,0.46967639992625004
352480,0.17823353157315044
352476,0.03367152976898188
352492,0.01697828220638288
352332,0.21596749397016324
352507,0.49365193148510483
352877,0.21464698279416575
352488,0.24246593666971344
352692,0.5246604634329102
352888,0.5312879692236988
352465,0.009531948153531975
352302,0.17769977712095117
352501,0.036975237568658795
352660,0.05961705941313172
352495,0.02905763391800954
352705,0.7552669555524787
352871,0.08294731273536535
352508,0.196270133723145
352307,0.19585850668150218
352472,0.2578571384380635
352291,0.05942241739391595
352470,0.08245694171265769
352865,0.007957263016445788
357699,0.01697828220638288
357870,0.07285450311258752
357294,0.00926439231591311
357499,0.012120375133390449
357448,0.01865668657318465
357892,0.21464698279416575
357288,0.018834661829555264
357849,0.0025724233618091186
357292,0.03393340913484729
357510,0.7337189676211093
357656,0.009531948153531975
357841,0.08469916287291843
357478,0.19529728718979508
357905,0.6415394578172007
357259,0.03819845523629433
357705,0.39221578262037987
357304,0.7321550713976528
357275,0.016709085422186187
357441,0.00014877563740805955
357706,0.05926137910420432
357670,0.009275551306947372
357221,0.7342817643454753
357341,0.27694415833678726
357682,0.11913896301591047
357862,0.014919906561475583
357887,0.49469088665766275
357506,0.025943383684804013
357274,0.25881730440930034
357507,0.050257817145200896
357700,0.25615470656660755
357893,0.1654680033847943
357307,0.044345548493884675
357261,0.009506453485159582
357671,0.19920993635561993
357324,0.21596749397016324
357513,0.061928896187051594
357688,0.05966073497480078
357709,0.036975237568658795
357885,0.4934603592311879
357871,0.09503826595742236
357848,0.06368441459092818
357458,0.4778358148819262
357442,0.004600156782673723
357863,0.17686252817197867
357883,0.07050557565237037
357222,0.08717636947009948
357482,0.3317824632163788
357347,0.1096952110548445
357856,0.002235709399969242
357466,0.016337418494028606
357278,0.05480512436017844
357693,0.4944803825989069
357223,0.776341637032438
357447,0.02786695972990177
357852,0.009485162363830178
357869,0.011291082972999408
357237,0.007524307535171129
357888,0.05772766562362329
357471,0.009251674436296906
357658,0.0006160066235263678
357817,0.008007822537898725
357468,0.06337984586427214
357902,0.8134329055590058
357668,0.0884109477214071
357322,0.4928624667072587
357701,0.2626721061627709
357695,0.24246593666971344
357457,0.018539783739863962
357484,0.06654229078188355
357907,0.5312879692236988
357692,0.19686354780060084
357897,0.01819435416258275
357526,0.569420978852235
357281,0.017193506596172095
357502,0.27310499330535143
357295,0.1809416800079199
357850,0.015641377193144335
357661,0.08245694171265769
357866,0.028969709561449737
357861,0.030948468716509716
357677,0.46992869634492457
357445,0.02606204983607535
357327,0.38460158346312084
357525,0.7760930101928942
357285,0.11064729370554399
353566,0.23453323129204337
353376,0.4888303810986463
353413,0.036975237568658795
353403,0.2626721061627709
353541,0.004600156782673723
353033,0.08662534651562491
353545,0.009479428984335968
353578,0.025943383684804013
353032,0.009506453485159582
353589,0.8142292458765402
353083,0.19643800362624428
353231,0.18834564926206585
353209,0.028969709561449737
353227,0.49469088665766275
353359,0.12422706672878893
353394,0.4944803825989069
353054,0.035236540348120154
353200,0.03752969520356643
353540,0.00014877563740805955
353080,0.23577296446487897
353405,0.3101518989916529
353198,0.027429775175059335
353587,0.19174158924159887
353243,0.8134329055590058
353396,0.24246593666971344
353041,0.016709085422186187
353205,0.17686252817197867
353560,0.19529728718979508
353178,0.0048119564543741555
353030,0.08946779845013783
353383,0.08976516314658164
353043,0.17769977712095117
353233,0.21464698279416575
353388,0.5516048058613422
353386,0.7333341071418948
353579,0.2443422591547823
353582,0.7337189676211093
353404,0.8244006958091193
353385,0.11913896301591047
353596,0.7760930101928942
353051,0.1748920493464264
353568,0.2015556582417794
353248,0.4281660805499397
353399,0.179957635879066
353247,0.5312879692236988
353561,0.03562928819810388
353065,0.7321550713976528
353220,0.17839173617603124
353236,0.8356919113463764
353213,0.09503826595742236
353172,0.004834145172660149
353045,0.0353115849434492
353366,0.009531948153531975
353201,0.018485376079974258
353586,0.7552669555524787
353077,0.21596749397016324
353234,0.1654680033847943
353556,0.03826528430785577
353857,0.13493673464774603
353833,0.016368566776499796
354047,0.0717284428217166
354428,0.11059125425127744
353831,0.08850287165072097
354044,0.01697828220638288
354235,0.12916671386983716
354211,0.009506453485159582
354401,0.02606204983607535
354212,0.06001950606206767
354423,0.00662272475034529
354007,0.10735075852954283
354024,0.19920993635561993
354440,0.16290636155836136
354417,0.03826528430785577
354039,0.24246593666971344
354238,0.06338859645615394
354177,0.08717636947009948
354239,0.035236540348120154
353855,0.17839173617603124
354226,0.05480512436017844
354220,0.3290339752299928
353864,0.5524752358229986
354256,0.21596749397016324
354234,0.014687084925140625
353848,0.059941611756299105
353851,0.007957263016445788
354453,0.5353546377340128
354446,0.05857369510330029
353865,0.49469088665766275
354415,0.0006770869002567282
354014,0.017570471049419143
354452,0.46967639992625004
353847,0.09503826595742236
354022,0.009275551306947372
354061,0.8131060407008452
354471,0.060017137073585025
354223,0.016709085422186187
354261,0.058750595891754465
354449,0.7337189676211093
354459,0.8142292458765402
354258,0.27694415833678726
354465,0.4357328477243885
354048,0.39221578262037987
354015,0.0006160066235263678
353870,0.18834564926206585
354260,0.4344092544315371
353860,0.4374523267178217
354448,0.5256216268457505
354413,0.025829286079883527
354421,0.07847339930666401
354262,0.31900396612827875
354049,0.05926137910420432
354040,0.4419864880980397
354263,0.1096952110548445
354246,0.1663118510065115
354443,0.025943383684804013
353823,0.08469916287291843
353890,0.5312879692236988
353888,0.6415394578172007
353885,0.8134329055590058
353879,0.8356919113463764
354432,0.07841081388169845
354468,0.7760930101928942
354027,0.02800809012040976
354218,0.2573542283631139
354054,0.036975237568658795
354013,0.009531948153531975
353875,0.21464698279416575
353843,0.028969709561449737
354834,0.21464698279416575
355193,0.025943383684804013
354958,0.24246593666971344
354831,0.18834564926206585
354928,0.009531948153531975
354853,0.6415394578172007
354607,0.43645120824090394
354633,0.035236540348120154
354596,0.08662534651562491
355215,0.4357328477243885
354842,0.8356919113463764
354966,0.01697828220638288
354670,0.1096952110548445
354804,0.09503826595742236
354628,0.03418250585523134
354836,0.1654680033847943
354788,0.016368566776499796
354662,0.27694415833678726
355203,0.5353546377340128
354807,0.2576312734118014
355166,0.03826528430785577
355202,0.7552669555524787
354847,0.32819017948386653
354820,0.4934603592311879
354939,0.002021410873516651
355091,0.25499879933419606
355152,0.025606284405916904
354959,0.4419864880980397
354629,0.12916671386983716
354818,0.07050557565237037
355183,0.2568293735510573
354672,0.5796047088341527
354944,0.19920993635561993
354911,0.03517458069402894
355156,0.018539783739863962
354795,0.023585213031887892
354595,0.009506453485159582
354817,0.5259601690830435
355146,0.00014877563740805955
354663,0.07305012315033953
354778,0.08469916287291843
354616,0.05259986922627622
354603,0.2573542283631139
354668,0.058750595891754465
354813,0.17839173617603124
354780,0.023650360677315463
355198,0.7337189676211093
354935,0.08245694171265769
354576,0.0016087174417397413
354970,0.002015527480611206
355168,0.0021328973794329255
355134,0.005583588342906689
355150,0.02606204983607535
354973,0.036975237568658795
354942,0.009275551306947372
354824,0.5524752358229986
354947,0.02800809012040976
354796,0.17686252817197867
354962,0.468463505788813
355216,0.5343579266730939
354826,0.49469088665766275
354667,0.4922171069247158
355201,0.46967639992625004
354790,0.009485162363830178
355155,0.2579582841052109
354798,0.25699243927179943
354622,0.19585850668150218
354950,0.5506395371133768
354613,0.05480512436017844
354850,0.8134329055590058
354658,0.21596749397016324
355182,0.5
354630,0.06342341662681275
354609,0.05007215049993747
354951,0.10859499168663324
354569,0.08717636947009948
354943,0.06268250271769037
354971,0.1328504921015178
355204,0.19174158924159887
355123,0.005571005702305232
354819,0.08294731273536535
354612,0.016709085422186187
354625,0.026250785566850357
354604,0.24428542960415675
354799,0.028969709561449737
354855,0.5312879692236988
354669,0.31900396612827875
355197,0.016284648400521837
355147,0.004600156782673723
354801,0.43540623257699634
355822,0.4357328477243885
355789,0.033782196825312236
355813,0.5353546377340128
355748,0.028969709561449737
355806,0.025943383684804013
355404,0.44416550189499765
355917,0.5312879692236988
355755,0.20711038075835608
355373,0.016709085422186187
355561,0.05926137910420432
355751,0.08929016437031571
355770,0.49469088665766275
355915,0.6415394578172007
355557,0.17476459770864924
355716,0.08469916287291843
355429,0.1096952110548445
355769,0.5524752358229986
355521,0.009531948153531975
355532,0.19920993635561993
355556,0.2626721061627709
355546,0.28443336767441696
355756,0.2576312734118014
355418,0.4928624667072587
355895,0.18834564926206585
355776,0.43973836979301867
355424,0.07305012315033953
355911,0.8134329055590058
355740,0.023585213031887892
355737,0.03394290390185666
355671,0.02606204983607535
355389,0.12916671386983716
355555,0.01697828220638288
355667,0.0019439769068075722
355378,0.0353115849434492
355901,0.1654680033847943
355527,0.05977081476080307
355542,0.10859499168663324
355812,0.7552669555524787
355545,0.19618854739609845
355549,0.4419864880980397
355386,0.026250785566850357
355548,0.24246593666971344
355426,0.4373639892020518
355563,0.036975237568658795
355741,0.17686252817197867
355757,0.009263926458617344
355362,0.009506453485159582
355705,0.0024491254437151804
355388,0.03418250585523134
355538,0.08976516314658164
355909,0.03981284805382099
355347,0.08717636947009948
355780,0.07847339930666401
355793,0.014976357329482668
355566,0.10871307426939172
355525,0.08245694171265769
355523,0.011453563985331696
355729,0.009485162363830178
355672,0.004444455015892534
355403,0.32951586587986237
355787,0.11029069116946912
355364,0.08662534651562491
355725,0.027429775175059335
355384,0.21521820230044222
355397,0.48868727656401356
355428,0.4922171069247158
355814,0.19174158924159887
355375,0.09031834605319555
355540,0.5506395371133768
355677,0.0898006018499463
355905,0.8356919113463764
355815,0.06347693336698136
355753,0.5551802239261976
355810,0.7337189676211093
355392,0.035236540348120154
355361,0.08946779845013783
355376,0.05480512436017844
355519,0.03793693143008953
355420,0.21596749397016324
355899,0.21464698279416575
355900,0.14537469718883958
360015,0.002267971077207087
356410,0.06564223742084334
359610,0.0016087174417397413
359626,0.009506453485159582
356421,0.5353546377340128
356220,0.010086858809616165
356221,0.028969709561449737
356420,0.007840553266428959
356052,0.0030033386769343713
359851,0.2626721061627709
356405,0.014773607181459364
356050,0.03418250585523134
359638,0.05480512436017844
356014,0.1297072745437015
356070,0.07305012315033953
359860,0.10871307426939172
359647,0.03418250585523134
356409,0.014976357329482668
359767,0.010086858809616165
359648,0.12916671386983716
359945,0.21464698279416575
356034,0.009506453485159582
356180,0.4419864880980397
356245,0.5517544189808545
356305,0.1654680033847943
359777,0.17839173617603124
356304,0.14537469718883958
356054,0.035236540348120154
356182,0.2626721061627709
360075,0.7337189676211093
359771,0.20711038075835608
356313,0.8134329055590058
359768,0.028969709561449737
360079,0.19174158924159887
356068,0.21596749397016324
356386,0.08871392622229307
359941,0.18834564926206585
356403,0.005117912950281451
356307,0.8356919113463764
359837,0.19920993635561993
359946,0.14537469718883958
359954,0.03981284805382099
356033,0.08946779845013783
356229,0.06326820658606373
360053,0.07847339930666401
359831,0.008962889198681826
360029,0.0019439769068075722
359658,0.20204376264097587
356418,0.016284648400521837
356388,0.018539783739863962
356179,0.24246593666971344
356058,0.44416550189499765
360094,0.569420978852235
359673,0.4922171069247158
356369,0.002267971077207087
359849,0.4419864880980397
356044,0.011131493408532818
356187,0.036975237568658795
360049,0.0030524084045826095
356017,0.3109533773524034
359781,0.4932586369183736
356195,0.7502431585752154
360062,0.06654229078188355
359605,0.1297072745437015
360074,0.016284648400521837
359782,0.5524752358229986
360058,0.005117912950281451
359675,0.1096952110548445
360041,0.018539783739863962
360011,0.5747720111101684
356484,0.00456273368340718
356306,0.5224956847699501
360081,0.06347693336698136
359608,0.3109533773524034
356183,0.026458346322831935
356300,0.18834564926206585
356120,0.007957560080845196
356316,0.5312879692236988
360147,0.00456273368340718
359737,0.027371795882059236
359852,0.026458346322831935
356429,0.4357328477243885
359841,0.08884207019089962
360090,0.4907655142357816
359956,0.8134329055590058
356225,0.20711038075835608
359674,0.31900396612827875
359828,0.011453563985331696
360039,0.08871392622229307
356037,0.08662534651562491
359827,0.009531948153531975
359848,0.24246593666971344
359639,0.011131493408532818
356314,0.6415394578172007
356407,0.06654229078188355
356246,0.5524752358229986
359652,0.035236540348120154
359959,0.6415394578172007
359732,0.007957560080845196
359961,0.5312879692236988
356311,0.03981284805382099
359625,0.08946779845013783
359654,0.11924412802199345
359857,0.036975237568658795
360088,0.4357328477243885
359656,0.32951586587986237
356422,0.19174158924159887
356043,0.05480512436017844
356424,0.06347693336698136
360077,0.007840553266428959
356303,0.21464698279416575
356140,0.027371795882059236
359947,0.1654680033847943
359774,0.4686269573004546
360064,0.014976357329482668
360072,0.025943383684804013
356228,0.4686269573004546
359650,0.0030033386769343713
356018,0.0016087174417397413
356165,0.011453563985331696
356173,0.08884207019089962
356399,0.07847339930666401
356395,0.0030524084045826095
360078,0.5353546377340128
360046,0.0024491254437151804
359636,0.016709085422186187
359775,0.06326820658606373
356884,0.007957560080845196
356608,0.2585792341672014
356589,0.08662534651562491
357112,0.7552669555524787
356753,0.12960062115047244
356784,0.05926137910420432
356795,0.7502431585752154
356773,0.24246593666971344
357077,0.05545683712262632
356962,0.8356919113463764
357124,0.49462129927483134
357115,0.061928896187051594
357109,0.03271212948606953
356599,0.016709085422186187
356968,0.03377612812803286
356629,0.5129276740452001
356950,0.03264452217678017
357122,0.4357328477243885
356600,0.05480512436017844
356771,0.7332733477311246
356752,0.03329615846875457
357093,0.06564223742084334
356789,0.06049452441633537
356736,0.17776328672575847
356614,0.11924412802199345
356749,0.008962889198681826
356966,0.27683464342485975
356951,0.49469088665766275
356746,0.0021062364596110238
356924,0.08947987792955316
357108,0.7337189676211093
357081,0.0326273084178844
357086,0.0025545731063317855
357084,0.014773607181459364
356634,0.07305012315033953
356783,0.11071688788273583
356611,0.4277624543068003
356941,0.17839173617603124
356639,0.1096952110548445
357116,0.19174158924159887
356960,0.17637210350178742
356776,0.01697828220638288
356911,0.08469916287291843
357079,0.0066411850554417675
356569,0.08717636947009948
356588,0.0634044087623468
356742,0.009531948153531975
356949,0.5524752358229986
356932,0.028969709561449737
356605,0.24809587444713596
356617,0.32951586587986237
356638,0.4922171069247158
356890,0.007993998212134767
356632,0.21596749397016324
357058,0.0019439769068075722
356792,0.10871307426939172
356944,0.1750058642908174
356787,0.036975237568658795
356765,0.17823353157315044
357103,0.025943383684804013
356777,0.2626721061627709
357106,0.05857369510330029
356606,0.12916671386983716
356637,0.05029156126861932
357091,0.014976357329482668
356774,0.4419864880980397
356757,0.19920993635561993
356756,0.009275551306947372
356957,0.21464698279416575
356969,0.8134329055590058
363730,0.0024491254437151804
363571,0.011453563985331696
363479,0.4281660805499397
363764,0.026104695730173915
363753,0.5814147587728593
363328,0.32951586587986237
363307,0.2573542283631139
363477,0.2005207235487497
363773,0.7552669555524787
363755,0.06564223742084334
363569,0.009531948153531975
363289,0.00520284068663648
363288,0.0016087174417397413
363320,0.5507854961339713
363453,0.17839173617603124
363754,0.014976357329482668
363465,0.21464698279416575
363776,0.16570989421050644
363341,0.27694415833678726
363441,0.023585213031887892
363738,0.0971723792572517
363580,0.08976516314658164
363682,0.0019439769068075722
363261,0.05905811863437884
363472,0.8356919113463764
363771,0.7337189676211093
363455,0.09813058237493118
363319,0.24809587444713596
363317,0.021843274147417668
363322,0.2585792341672014
363584,0.4419864880980397
363780,0.8142292458765402
363684,0.004600156782673723
363442,0.028969709561449737
363304,0.06383306474679831
363770,0.016284648400521837
363446,0.024004191499374307
363336,0.5129276740452001
363740,0.0066411850554417675
363774,0.8137180088988022
363476,0.27683464342485975
363339,0.21596749397016324
363697,0.018539783739863962
363459,0.49469088665766275
363345,0.4922171069247158
363788,0.2144800682080084
363583,0.24246593666971344
363746,0.06033590607440481
358467,0.7337189676211093
358443,0.0066411850554417675
358211,0.08976516314658164
358006,0.08717636947009948
358167,0.17686252817197867
358459,0.025943383684804013
358242,0.7502431585752154
358250,0.08294731273536535
358268,0.5809801740328079
358213,0.06351988615397473
358453,0.5814147587728593
358178,0.09699929062839144
358026,0.2573542283631139
358273,0.8356919113463764
358214,0.21519044857834962
358254,0.032283587916606384
358067,0.1096952110548445
358438,0.003347968467682734
358300,0.5312879692236988
358036,0.062387107327466426
358033,0.19585850668150218
358199,0.08245694171265769
358260,0.18834564926206585
358046,0.5487125697157348
358298,0.6415394578172007
358442,0.05545683712262632
358252,0.4934603592311879
358264,0.21464698279416575
358470,0.7552669555524787
358227,0.2626721061627709
358216,0.19686354780060084
358239,0.218833500479905
358458,0.026104695730173915
358220,0.5518933071249508
358248,0.09813058237493118
358237,0.036975237568658795
358054,0.7332760069114691
358063,0.07305012315033953
358138,0.08469916287291843
358223,0.4419864880980397
358064,0.23577296446487897
358066,0.4922171069247158
358222,0.24246593666971344
358034,0.11064729370554399
358253,0.4404404786856723
358061,0.21596749397016324
358037,0.12916671386983716
358472,0.19174158924159887
358265,0.5224956847699501
358040,0.2585792341672014
358454,0.014976357329482668
358172,0.5081211751271648
358235,0.43380256979347953
358455,0.06564223742084334
358421,0.0019439769068075722
358269,0.4850552604766234
358482,0.824833348303229
358462,0.05857369510330029
358282,0.8134329055590058
358280,0.5
358029,0.733949484290509
358432,0.018539783739863962
358197,0.0006160066235263678
358193,0.009531948153531975
